Date,CloseUSD
1966-11-09,14.2877002
1966-11-09,463.76001
1966-11-10,466.829987
1966-11-10,14.25390015
1966-11-11,14.185
1966-11-11,467.25
1966-11-14,464.399994
1966-11-14,14.1502002
1966-11-15,14.18060059
1966-11-15,466.089996
1966-11-16,14.14599976
1966-11-16,470.109985
1966-11-17,14.26579956
1966-11-17,466.940002
1966-11-18,14.26579956
1966-11-18,464.079987
1966-11-21,14.3127002
1966-11-21,457.630005
1966-11-22,455.519989
1966-11-22,14.249799800000002
1966-11-23,458.899994
1966-11-24,14.16219971
1966-11-25,462.600006
1966-11-25,14.05579956
1966-11-28,462.179993
1966-11-28,13.9177002
1966-11-29,460.589996
1966-11-29,13.9223999
1966-11-30,460.910004
1966-11-30,13.90209961
1966-12-01,13.920699460000002
1966-12-01,459.109985
1966-12-02,13.78339966
1966-12-02,459.320007
1966-12-05,13.64339966
1966-12-05,459.75
1966-12-06,13.64339966
1966-12-06,462.920013
1966-12-07,467.570007
1966-12-07,13.75430054
1966-12-08,469.470001
1966-12-08,13.80359985
1966-12-09,13.93640015
1966-12-09,470.529999
1966-12-12,13.9148999
1966-12-12,475.079987
1966-12-13,473.809998
1966-12-13,13.87099976
1966-12-14,13.8625
1966-12-14,473.700012
1966-12-15,468.730011
1966-12-15,13.79349976
1966-12-16,13.7648999
1966-12-16,468.839996
1966-12-19,467.570007
1966-12-19,13.9422998
1966-12-20,465.670013
1966-12-20,14.04300049
1966-12-21,468.200012
1966-12-21,14.04300049
1966-12-22,470.109985
1966-12-22,14.1797998
1966-12-23,468.940002
1966-12-26,14.49599976
1966-12-27,14.44910034
1966-12-27,466.51001
1966-12-28,14.52099976
1966-12-28,464.190002
1966-12-29,462.48999
1966-12-29,14.52099976
1966-12-30,462.279999
1966-12-30,14.52099976
1967-01-03,462.48999
1967-01-04,463.339996
1967-01-04,14.41349976
1967-01-05,469.26001
1967-01-05,14.19969971
1967-01-06,472.75
1967-01-06,14.13930054
1967-01-09,476.660004
1967-01-09,14.2402002
1967-01-10,476.660004
1967-01-11,480.579987
1967-01-11,14.16930054
1967-01-12,483.429993
1967-01-12,14.1601001
1967-01-13,486.809998
1967-01-13,14.1822998
1967-01-16,485.970001
1967-01-17,491.26001
1967-01-17,14.47140015
1967-01-18,494.0
1967-01-18,14.4047998
1967-01-19,494.220001
1967-01-19,14.4401001
1967-01-20,14.41969971
1967-01-20,496.01001
1967-01-23,497.809998
1967-01-23,14.4327002
1967-01-24,498.76001
1967-01-24,14.464799800000002
1967-01-25,495.380005
1967-01-25,14.44089966
1967-01-26,495.700012
1967-01-26,14.44089966
1967-01-27,497.809998
1967-01-27,14.29140015
1967-01-30,500.670013
1967-01-30,14.575
1967-01-31,500.140015
1967-01-31,14.63109985
1967-02-01,14.63640015
1967-02-01,499.5
1967-02-02,14.7223999
1967-02-02,501.089996
1967-02-03,504.679993
1967-02-03,14.8051001
1967-02-06,503.730011
1967-02-06,14.81810059
1967-02-07,14.8347998
1967-02-07,502.679993
1967-02-08,507.119995
1967-02-08,14.88780029
1967-02-09,505.109985
1967-02-09,14.46660034
1967-02-10,506.160004
1967-02-10,14.46660034
1967-02-13,506.899994
1967-02-13,14.60380005
1967-02-14,510.290009
1967-02-14,14.54859985
1967-02-15,14.6751001
1967-02-15,510.609985
1967-02-16,508.380005
1967-02-16,14.76209961
1967-02-17,508.48999
1967-02-17,14.68150024
1967-02-20,14.7601001
1967-02-20,505.850006
1967-02-21,14.72209961
1967-02-21,505.850006
1967-02-22,14.7823999
1967-02-23,14.8222998
1967-02-24,506.480011
1967-02-24,14.84949951
1967-02-27,501.089996
1967-02-27,14.84949951
1967-02-28,14.94819946
1967-02-28,502.890015
1967-03-01,507.859985
1967-03-01,15.0627002
1967-03-02,510.709991
1967-03-02,15.02640015
1967-03-03,14.85069946
1967-03-03,511.450012
1967-03-06,14.87410034
1967-03-06,510.709991
1967-03-07,511.350006
1967-03-07,14.804399410000002
1967-03-08,512.090027
1967-03-08,14.685
1967-03-09,513.570007
1967-03-09,14.73180054
1967-03-10,515.469971
1967-03-10,14.68400024
1967-03-13,513.039978
1967-03-13,14.60619995
1967-03-14,512.51001
1967-03-14,14.60619995
